vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_002137,195000,60000,Low,Medium
CAR_002138,550000,90000,Mid,High
CAR_002139,1500000,40000,Premium,Medium
CAR_002140,400000,80000,Mid,High
CAR_002141,1350000,15000,Premium,Low
CAR_002142,217000,45000,Low,Medium
CAR_002143,290000,130000,Low,High
CAR_002144,700000,80000,High,High
CAR_002145,175000,40000,Low,Medium
CAR_002146,575000,80000,Mid,High
CAR_002147,380000,100000,Mid,High
CAR_002148,350000,151624,Mid,Very High
CAR_002149,450000,160000,Mid,Medium
CAR_002150,130000,110000,Low,Medium
CAR_002151,320000,74820,Mid,High
CAR_002152,550000,82000,Mid,High
CAR_002153,370000,50000,Low,Medium
CAR_002154,114999,70000,Low,Medium
CAR_002155,4461000,1000,Premium,Low
CAR_002156,170000,170000,Low,Very High
CAR_002157,80000,150000,Low,High
CAR_002158,950000,17000,High,Low
CAR_002159,425000,150000,Mid,High
CAR_002160,500000,80000,Mid,High
CAR_002161,70000,170000,Low,Very High
CAR_002162,349000,120000,Low,High
CAR_002163,330000,60000,Mid,High
CAR_002164,120000,90000,Low,Medium
CAR_002165,430000,100000,Mid,High
CAR_002166,390000,90000,Low,High
CAR_002167,225000,129000,Low,High
CAR_002168,350000,186000,Mid,Very High
CAR_002169,100000,66778,Low,Medium
CAR_002170,190000,50000,Low,Medium
CAR_002171,4461000,110000,Mid,High
CAR_002172,300000,60000,Low,Medium
CAR_002173,280000,40000,Low,Medium
CAR_002174,1650000,55000,Premium,Medium
CAR_002175,295000,60000,Low,High
CAR_002176,2050000,66363,Premium,Medium
CAR_002177,4461000,11700,Premium,Low
CAR_002178,1100000,10000,Premium,Low
CAR_002179,4400000,100000,Premium,High
CAR_002180,670000,7104,High,Low
CAR_002181,750000,45974,High,Medium
CAR_002182,760000,55340,High,Medium
CAR_002183,850000,20000,High,Low
CAR_002184,4461000,61585,Mid,Medium
CAR_002185,450000,39415,Low,Medium
CAR_002186,425000,29654,Mid,Low
CAR_002187,4461000,64672,Low,Medium
CAR_002188,1150000,54634,Low,Medium
CAR_002189,775000,60000,Low,Medium
CAR_002190,720000,3000,High,Low
CAR_002191,1725000,23974,Premium,Low
CAR_002192,4461000,10000,Mid,Low
CAR_002193,420000,50000,Mid,Medium
CAR_002194,85000,70000,Low,Medium
CAR_002195,142000,60000,Low,High
CAR_002196,180000,76000,Low,High
CAR_002197,4461000,120000,Mid,High
CAR_002198,360000,170000,Mid,Very High
CAR_002199,85000,110000,Low,High
CAR_002200,350000,63400,Mid,Medium
CAR_002201,380000,25000,Mid,Low
CAR_002202,140000,80000,Low,High
CAR_002203,200000,90000,Low,High
CAR_002204,150000,157000,Low,Very High
CAR_002205,150000,80000,Low,High
CAR_002206,90000,40000,Low,Medium
CAR_002207,300000,100000,Low,High
CAR_002208,280000,60000,Low,Medium
CAR_002209,4461000,40000,Low,Medium
CAR_002210,110000,38500,Low,Medium
CAR_002211,140000,103921,Low,High
CAR_002212,1050000,10000,Low,Low
CAR_002213,1150000,14825,Premium,Low
CAR_002214,910000,43377,High,Medium
CAR_002215,160000,60000,Low,High
CAR_002216,4461000,79000,Low,High
CAR_002217,1200000,135000,Premium,High
CAR_002218,300000,10500,Low,Low
CAR_002219,70000,90000,Low,High
CAR_002220,160000,110000,Low,High
CAR_002221,160000,50000,Low,Medium
CAR_002222,225000,80000,Low,High
CAR_002223,790000,19571,High,Low
CAR_002224,4461000,100000,Low,High
CAR_002225,1200000,29600,Premium,High
CAR_002226,930000,60000,High,High
CAR_002227,210000,30000,Low,High
CAR_002228,4461000,154000,Low,Very High
CAR_002229,175000,70000,Low,Medium
CAR_002230,950000,15000,High,Low
CAR_002231,650000,40000,High,Medium
CAR_002232,550000,51000,Mid,Medium
CAR_002233,85000,120000,Low,High
CAR_002234,340000,60000,Mid,Medium
CAR_002235,825000,13500,High,Low
CAR_002236,509999,35000,Mid,Medium
CAR_002237,450000,1000,Mid,Low
CAR_002238,3800000,10000,Premium,Low
CAR_002239,4461000,86000,Premium,High
CAR_002240,4950000,30000,Low,Low
CAR_002241,535000,52600,Low,Medium
CAR_002242,225000,110000,Low,High
CAR_002243,550000,19890,Mid,Low
CAR_002244,670000,7104,High,Low
CAR_002245,4461000,11918,Low,Low
CAR_002246,520000,10510,Mid,Low
CAR_002247,239000,60000,Low,Medium
CAR_002248,2600000,60000,Premium,Medium
CAR_002249,750000,45974,Low,Medium
CAR_002250,229999,49824,Low,Medium
CAR_002251,1300000,58500,Premium,Medium
CAR_002252,80000,56580,Low,Medium
CAR_002253,4461000,52000,Mid,Medium
CAR_002254,760000,55340,High,Medium
CAR_002255,600000,46507,Mid,Medium
CAR_002256,450000,1000,Mid,Low
CAR_002257,3800000,10000,Premium,Low
CAR_002258,1580000,86000,Premium,High
CAR_002259,4950000,30000,Premium,Low
CAR_002260,535000,52600,Mid,Medium
CAR_002261,225000,110000,Low,High
CAR_002262,550000,19890,Mid,High
CAR_002263,670000,7104,High,Low
CAR_002264,625000,11918,Low,Low
CAR_002265,520000,10510,Mid,High
CAR_002266,239000,41000,Low,Medium
CAR_002267,2600000,47162,Premium,Medium
CAR_002268,750000,60000,High,Medium
CAR_002269,229999,49824,Low,Medium
CAR_002270,1300000,58500,Low,Medium
CAR_002271,80000,56580,Low,Medium
CAR_002272,385000,52000,Mid,Medium
CAR_002273,760000,55340,High,Medium
CAR_002274,600000,46507,Mid,Medium
CAR_002275,650000,70000,High,Medium
CAR_002276,140000,60000,Low,Medium
CAR_002277,150000,70000,Low,Medium
CAR_002278,450000,10000,Mid,Low
CAR_002279,170000,245244,Low,Very High
CAR_002280,400000,60000,Mid,Medium
CAR_002281,300000,30000,Low,Low
CAR_002282,250000,8000,Low,Low
CAR_002283,500000,60000,Mid,Low
CAR_002284,85000,100000,Low,High
CAR_002285,300000,110000,Low,High
CAR_002286,80000,56580,Low,Medium
CAR_002287,740000,45000,High,Medium
CAR_002288,70000,68500,Low,Medium
CAR_002289,484999,60000,Mid,Low
CAR_002290,164000,30000,Low,Low
CAR_002291,4461000,70000,Low,High
CAR_002292,999000,49600,High,Medium
CAR_002293,56000,23000,Low,Low
CAR_002294,4461000,30000,Premium,Low
CAR_002295,190000,38000,Low,Medium
CAR_002296,3899000,60000,Premium,Low
CAR_002297,235000,60000,Low,Medium
CAR_002298,350000,10171,Mid,Low
CAR_002299,465000,41123,Mid,Medium
CAR_002300,1900000,20118,Premium,Low
CAR_002301,450000,40000,Mid,Medium
CAR_002302,790000,52517,High,Medium
CAR_002303,900000,20000,High,Low
CAR_002304,450000,99117,Mid,High
CAR_002305,135000,90000,Low,High
CAR_002306,425000,3700,Mid,High
CAR_002307,100000,80000,Low,High
CAR_002308,650000,100000,Low,High
CAR_002309,90000,54000,Low,Medium
CAR_002310,250000,19000,Low,Low
CAR_002311,300000,120000,Low,High
CAR_002312,275000,30000,Low,High
CAR_002313,600000,43500,Mid,Medium
CAR_002314,270000,60000,Low,High
CAR_002315,240000,70000,Low,Medium
CAR_002316,1200000,135000,Low,High
CAR_002317,160000,50000,Low,Medium
CAR_002318,790000,19571,High,Low
CAR_002319,1200000,29600,Premium,Low
CAR_002320,175000,70000,Low,Medium
CAR_002321,950000,15000,High,Low
CAR_002322,340000,50000,Mid,Medium
CAR_002323,825000,13500,Low,Low
CAR_002324,3100000,22000,Premium,Low
CAR_002325,780000,25000,High,Low
CAR_002326,350000,80000,Mid,High
CAR_002327,690000,39000,Low,High
CAR_002328,245000,60000,Low,Medium
CAR_002329,790000,49000,High,Medium
CAR_002330,680000,48600,High,Medium
CAR_002331,540000,20000,Mid,Low
CAR_002332,425000,60000,Mid,Low
CAR_002333,140000,60000,Low,High
CAR_002334,1100000,60000,Premium,Low
CAR_002335,715000,35000,High,Medium
CAR_002336,370000,60000,Mid,High
CAR_002337,175000,80000,Low,High
CAR_002338,1000000,35000,High,Medium
CAR_002339,4461000,25000,Low,Low
CAR_002340,291000,90000,Low,High
CAR_002341,92800,60000,Low,Low
CAR_002342,350000,20000,Mid,Low
CAR_002343,65000,60000,Low,Medium
CAR_002344,650000,58000,High,Medium
CAR_002345,350000,60000,Low,High
CAR_002346,4461000,70000,Low,Medium
CAR_002347,440000,70000,Low,Medium
CAR_002348,270000,60000,Low,Medium
CAR_002349,1150000,135000,Premium,High
CAR_002350,238000,70000,Low,High
CAR_002351,1100000,40000,Premium,High
CAR_002352,1200000,75000,Premium,High
CAR_002353,260000,150000,Low,High
CAR_002354,350000,60000,Mid,High
CAR_002355,480000,70000,Mid,Medium
CAR_002356,345000,137250,Mid,High
CAR_002357,500000,110000,Mid,High
CAR_002358,595000,27000,Mid,Low
CAR_002359,1295000,60000,Premium,Low
CAR_002360,1350000,5400,Premium,Low
CAR_002361,541000,1000,Mid,Low
CAR_002362,515000,16000,Mid,Low
CAR_002363,894999,13000,High,Low
CAR_002364,325000,47000,Low,High
CAR_002365,925000,22000,High,Low
CAR_002366,844999,60000,High,Low
CAR_002367,4461000,20000,High,Low
CAR_002368,300000,60000,Low,Medium
CAR_002369,650000,75000,High,High
CAR_002370,175000,60000,Low,Medium
CAR_002371,4461000,80000,Mid,High
CAR_002372,600000,60000,Mid,High
CAR_002373,4461000,30000,High,Low
CAR_002374,95000,120000,Low,High
CAR_002375,490000,20000,Mid,Low
CAR_002376,380000,100000,Mid,High
CAR_002377,550000,31000,Mid,Medium
CAR_002378,225000,47000,Low,Medium
CAR_002379,570000,11200,Low,Low
CAR_002380,305000,35000,Mid,High
CAR_002381,4461000,50000,Low,Medium
CAR_002382,700000,55000,High,Medium
CAR_002383,288000,20000,Low,Low
CAR_002384,800000,60000,High,High
CAR_002385,430000,93000,Mid,High
CAR_002386,195000,57000,Low,Medium
CAR_002387,325000,30000,Mid,Low
CAR_002388,4461000,73000,Mid,High
CAR_002389,630000,60000,Low,Medium
CAR_002390,250000,60000,Low,Medium
CAR_002391,135000,60000,Low,High
CAR_002392,110000,73000,Low,High
CAR_002393,350000,55000,Mid,Medium
CAR_002394,240000,5800,Low,Low
CAR_002395,350000,350000,Mid,Very High
CAR_002396,600000,30000,Mid,Low
CAR_002397,750000,20000,High,Low
CAR_002398,270000,20000,Low,High
CAR_002399,90000,100000,Low,High
CAR_002400,350000,65000,Mid,Medium
CAR_002401,285000,90000,Low,High
CAR_002402,4461000,267000,High,Very High
CAR_002403,175000,250000,Low,Very High
CAR_002404,350000,140000,Mid,High
CAR_002405,1225000,22000,Premium,Low
CAR_002406,285000,60000,Low,Medium
CAR_002407,1000000,28635,High,Low
CAR_002408,780000,32114,High,Medium
CAR_002409,300000,82000,Low,High
CAR_002410,160000,95149,Low,High
CAR_002411,625000,68458,High,Medium
CAR_002412,4461000,42000,Low,Medium
CAR_002413,515000,90000,Mid,High
CAR_002414,4461000,30000,Low,Low
CAR_002415,140000,80000,Low,High
CAR_002416,940000,128000,High,High
CAR_002417,750000,60000,High,High
CAR_002418,610000,100000,High,High
CAR_002419,450000,50000,Mid,Medium
CAR_002420,409999,56000,Mid,Medium
CAR_002421,100000,60000,Low,Low
CAR_002422,650000,100000,High,High
CAR_002423,650000,80000,High,High
CAR_002424,4461000,105546,Low,High
CAR_002425,500000,10000,Mid,Low
CAR_002426,1000000,80000,High,High
CAR_002427,340000,35000,Mid,Medium
CAR_002428,800000,11240,High,Low
CAR_002429,1010000,120000,Premium,High
CAR_002430,350000,120000,Mid,High
CAR_002431,595000,70000,Mid,Medium
CAR_002432,4461000,130000,High,High
CAR_002433,265000,40000,Low,Medium
CAR_002434,320000,60000,Mid,Medium
CAR_002435,310000,110000,Mid,High
CAR_002436,700000,130000,Low,High
CAR_002437,130000,80000,Low,High
CAR_002438,150000,120000,Low,High
CAR_002439,300000,104000,Low,High
CAR_002440,150000,100000,Low,High
CAR_002441,120000,132343,Low,High
CAR_002442,950000,90000,Low,High
CAR_002443,100000,60000,Low,Medium
CAR_002444,450000,76000,Mid,High
CAR_002445,30000,60000,Low,Medium
CAR_002446,200000,30000,Low,High
CAR_002447,4461000,96000,Low,High
CAR_002448,1300000,10000,Premium,Low
CAR_002449,425000,36000,Mid,Medium
CAR_002450,550000,12997,Mid,Low
CAR_002451,500000,40000,Mid,Medium
CAR_002452,4461000,26430,Premium,High
CAR_002453,475000,24600,Mid,Low
CAR_002454,260000,28481,Low,Low
CAR_002455,350000,100000,Mid,High
CAR_002456,750000,41988,High,Medium
CAR_002457,180000,30375,Low,Medium
CAR_002458,350000,7658,Mid,Low
CAR_002459,611000,34400,High,High
CAR_002460,4461000,18500,Mid,Low
CAR_002461,4461000,26134,Low,Low
CAR_002462,300000,28942,Low,Low
CAR_002463,711000,53600,High,Medium
CAR_002464,851000,53652,High,Medium
CAR_002465,4461000,52895,Low,Medium
CAR_002466,550000,42324,Low,Medium
CAR_002467,1044999,65000,Premium,Medium
CAR_002468,550000,60236,Mid,Medium
CAR_002469,4461000,70000,Low,Medium
CAR_002470,210000,70000,Low,Medium
CAR_002471,290000,100000,Low,High
CAR_002472,250999,110000,Low,High
CAR_002473,600000,10300,Mid,Low
CAR_002474,4461000,120000,Low,High
CAR_002475,4461000,142000,Mid,High
CAR_002476,800000,25000,High,Low
CAR_002477,4461000,5000,Mid,Low
CAR_002478,535000,52600,Mid,Medium
CAR_002479,396000,28643,Mid,Low
CAR_002480,600000,50000,Mid,Medium
CAR_002481,575000,30000,Mid,Low
CAR_002482,520000,5000,Mid,Low
CAR_002483,1400000,30000,Low,Low
CAR_002484,600000,7600,Mid,Low
CAR_002485,195000,60000,Low,Medium
CAR_002486,281000,60000,Low,Low
CAR_002487,75000,110000,Low,High
CAR_002488,4461000,25000,Mid,Low
CAR_002489,93000,70000,Low,Medium
CAR_002490,560000,60000,Mid,Medium
CAR_002491,400000,5000,Mid,Low
CAR_002492,459999,40000,Mid,Medium
CAR_002493,450000,43000,Mid,Medium
CAR_002494,4461000,80251,Low,High
CAR_002495,4461000,34500,Low,Medium
CAR_002496,22000,42743,Low,High
CAR_002497,130000,60000,Low,High
CAR_002498,79000,80000,Low,High
CAR_002499,120000,60000,Low,High
CAR_002500,1700000,100000,Premium,High
CAR_002501,300000,25000,Low,Low
CAR_002502,300000,25000,Low,Low
CAR_002503,145000,25000,Low,Low
CAR_002504,3200000,20000,Premium,Low
CAR_002505,240000,10000,Low,Low
CAR_002506,4461000,30000,High,Low
CAR_002507,145000,110000,Low,High
CAR_002508,535000,80000,Mid,High
CAR_002509,420000,21000,Mid,High
CAR_002510,350000,20000,Mid,Low
CAR_002511,550000,32000,Low,Medium
CAR_002512,750000,180000,High,Very High
CAR_002513,4461000,70000,Low,Medium
CAR_002514,420000,50000,Mid,Medium
CAR_002515,420000,50000,Mid,Medium
CAR_002516,195000,120000,Low,High
CAR_002517,150000,55766,Low,Medium
CAR_002518,275000,40000,Low,Medium
CAR_002519,65000,60000,Low,Medium
CAR_002520,200000,50000,Low,Medium
CAR_002521,250000,110000,Low,High
CAR_002522,450000,1000,Mid,Low
CAR_002523,590000,26350,Mid,Low
CAR_002524,225000,110000,Low,High
CAR_002525,225000,68745,Low,Medium
CAR_002526,165000,132000,Low,High
CAR_002527,860000,35000,High,Medium
CAR_002528,900000,47000,High,Medium
CAR_002529,182000,100000,Low,High
CAR_002530,100000,80000,Low,High
CAR_002531,100000,40000,Low,Medium
CAR_002532,375000,27289,Mid,Low
CAR_002533,525000,10980,Mid,Low
CAR_002534,320000,24662,Mid,Low
CAR_002535,525000,37000,Mid,Medium
CAR_002536,650000,28245,High,Low
CAR_002537,4461000,27005,Mid,Low
CAR_002538,355000,39227,Low,High
CAR_002539,470000,31367,Mid,Medium
CAR_002540,221000,35008,Low,High
CAR_002541,195000,27005,Low,Low
CAR_002542,85000,86000,Low,High
CAR_002543,400000,50000,Mid,High
CAR_002544,650000,20000,High,Low
CAR_002545,400000,50000,Mid,Medium
CAR_002546,295000,80000,Low,High
CAR_002547,60000,135000,Low,High
CAR_002548,4461000,120000,Low,High
CAR_002549,4461000,113600,Mid,High
CAR_002550,190000,60000,Low,Medium
CAR_002551,861999,20000,High,Low
CAR_002552,782000,14000,High,Low
CAR_002553,836000,26000,High,Low
CAR_002554,696000,138925,High,High
CAR_002555,4461000,121764,Mid,High
CAR_002556,612000,60000,High,High
CAR_002557,114999,35000,Low,Medium
CAR_002558,340000,60000,Mid,Medium
CAR_002559,550000,5000,Mid,Low
CAR_002560,114999,70000,Low,Medium
CAR_002561,105000,60000,Low,High
CAR_002562,890000,20000,High,Low
CAR_002563,715000,8000,High,Low
CAR_002564,525000,54000,Mid,Medium
CAR_002565,735000,55300,High,Medium
CAR_002566,495000,11958,Mid,Low
CAR_002567,1025000,9000,Premium,Low
CAR_002568,750000,60000,High,Medium
CAR_002569,600000,120000,Mid,High
CAR_002570,475000,23122,Mid,Low
CAR_002571,80000,58000,Low,Medium
CAR_002572,325000,62200,Mid,Medium
CAR_002573,4461000,34000,Premium,Medium
CAR_002574,350000,53000,Mid,Medium
CAR_002575,2800000,60000,Premium,Medium
CAR_002576,210000,15000,Low,Low
CAR_002577,349000,44500,Mid,Medium
CAR_002578,450000,50000,Mid,High
CAR_002579,1150000,53000,Premium,Medium
CAR_002580,210000,63500,Low,Medium
CAR_002581,4500000,9800,Premium,High
CAR_002582,825000,13599,High,Low
CAR_002583,2750000,13000,Premium,Low
CAR_002584,160000,110000,Low,High
CAR_002585,550000,100000,Mid,High
CAR_002586,95000,110000,Low,High
CAR_002587,725000,90000,High,High
CAR_002588,670000,17000,High,High
CAR_002589,65000,140000,Low,High
CAR_002590,4461000,50000,Mid,Medium
CAR_002591,600000,53000,Mid,Medium
CAR_002592,350000,70000,Mid,Medium
CAR_002593,200000,70000,Low,Medium
CAR_002594,110000,154000,Low,Very High
CAR_002595,150000,80000,Low,High
CAR_002596,75000,110000,Low,High
CAR_002597,4461000,90000,Mid,High
CAR_002598,1700000,60000,Premium,Low
CAR_002599,890000,86000,High,High
CAR_002600,500000,120000,Mid,High
CAR_002601,600000,5200,Mid,High
CAR_002602,99000,60000,Low,Medium
CAR_002603,235000,46000,Low,Medium
CAR_002604,75000,40000,Low,Medium
CAR_002605,600000,90000,Mid,High
CAR_002606,4461000,25000,High,Low
CAR_002607,390000,60000,Mid,High
CAR_002608,600000,70000,Mid,Medium
CAR_002609,600000,70000,Mid,Medium
CAR_002610,730000,35000,High,Medium
CAR_002611,450000,12700,Mid,Low
CAR_002612,250000,80000,Low,High
CAR_002613,1400000,20000,Premium,Low
CAR_002614,300000,20000,Low,Low
CAR_002615,800000,19000,High,Low
CAR_002616,125000,95000,Low,High
CAR_002617,2600000,9500,Premium,Low
CAR_002618,300000,50000,Low,Medium
CAR_002619,295000,90000,Low,High
CAR_002620,4461000,45839,High,Medium
CAR_002621,4461000,74510,Low,High
CAR_002622,130000,87293,Low,High
CAR_002623,250000,156040,Low,Very High
CAR_002624,400000,93415,Mid,High
CAR_002625,430000,101159,Mid,High
CAR_002626,170000,60000,Low,High
CAR_002627,450000,60000,Mid,Low
CAR_002628,350000,90000,Mid,High
CAR_002629,4461000,68519,Low,High
CAR_002630,180000,55130,Low,High
CAR_002631,475000,65239,Mid,Medium
CAR_002632,470000,58182,Mid,Medium
CAR_002633,200000,91245,Low,High
CAR_002634,650000,102989,High,High
CAR_002635,400000,50000,Mid,Medium
CAR_002636,100000,120000,Low,High
CAR_002637,409999,90000,Mid,High
CAR_002638,640000,25000,Low,Low
CAR_002639,4461000,80000,Low,High
CAR_002640,182000,100000,Low,High
CAR_002641,750000,70000,High,Medium
CAR_002642,150000,50000,Low,Medium
CAR_002643,80000,100000,Low,High
CAR_002644,240000,60000,Low,High
CAR_002645,60000,60000,Low,Medium
CAR_002646,70000,120000,Low,High
CAR_002647,285000,90000,Low,High
CAR_002648,350000,60000,Mid,Medium
CAR_002649,699000,30000,Low,High
CAR_002650,275000,108000,Low,High
CAR_002651,350000,60000,Mid,High
CAR_002652,135000,90000,Low,High
CAR_002653,325000,120000,Mid,High
CAR_002654,650000,102000,High,High
CAR_002655,300000,178000,Low,Very High
CAR_002656,1200000,200000,Premium,Very High
CAR_002657,450000,60000,Mid,Medium
CAR_002658,425000,3000,Low,Low
CAR_002659,150000,75118,Low,High
CAR_002660,4461000,140000,Low,High
CAR_002661,335000,60000,Mid,Medium
CAR_002662,120000,79000,Low,High
CAR_002663,4461000,25000,Low,Low
CAR_002664,4461000,70000,Low,Medium
CAR_002665,4461000,41723,Low,Medium
CAR_002666,250000,70000,Low,Medium
CAR_002667,220000,70000,Low,High
CAR_002668,61000,4637,Low,Low
CAR_002669,620000,70000,High,Medium
CAR_002670,425000,100000,Low,High
CAR_002671,85000,120000,Low,High
CAR_002672,270000,40000,Low,High
CAR_002673,180000,220000,Low,Very High
CAR_002674,300000,60000,Low,Low
CAR_002675,800000,19000,High,Low
CAR_002676,125000,95000,Low,High
CAR_002677,450000,60000,Mid,Low
CAR_002678,450000,42655,Mid,High
CAR_002679,250000,43000,Low,Medium
CAR_002680,725000,70000,High,Medium
CAR_002681,250000,55000,Low,Medium
CAR_002682,99000,80000,Low,High
CAR_002683,350000,55000,Mid,High
CAR_002684,511000,70000,Mid,Medium
CAR_002685,300000,80000,Low,High
CAR_002686,1100000,110000,Premium,High
CAR_002687,125000,60000,Low,Medium
CAR_002688,500000,30000,Mid,Low
CAR_002689,385000,80000,Mid,High
CAR_002690,4461000,90000,Mid,High
CAR_002691,60000,50000,Low,Medium
CAR_002692,300000,50000,Low,Medium
CAR_002693,400000,70000,Mid,Medium
CAR_002694,550000,110000,Mid,High
CAR_002695,300000,80000,Low,High
CAR_002696,250000,60000,Low,Very High
CAR_002697,800000,180000,High,Very High
CAR_002698,300000,25000,Low,Low
CAR_002699,80000,120000,Low,High
CAR_002700,1200000,11000,Premium,Low
CAR_002701,355000,40000,Mid,Medium
CAR_002702,520000,50000,Mid,Medium
CAR_002703,500000,26000,Mid,Low
CAR_002704,114999,30000,Low,Low
CAR_002705,4461000,50000,Premium,Medium
CAR_002706,800000,60000,High,Low
CAR_002707,105000,30000,Low,Low
CAR_002708,135000,78000,Low,High
CAR_002709,170000,40000,Low,Medium
CAR_002710,550000,100000,Mid,High
CAR_002711,250000,70000,Low,Medium
CAR_002712,650000,30000,High,Low
CAR_002713,210000,77000,Low,High
CAR_002714,260000,150000,Low,High
CAR_002715,750000,60000,High,Medium
CAR_002716,1350000,60000,Premium,High
CAR_002717,220000,120000,Low,High
CAR_002718,110000,110000,Low,High
CAR_002719,1230000,60000,Premium,Medium
CAR_002720,220000,60000,Low,High
CAR_002721,130000,50000,Low,Medium
CAR_002722,330000,44000,Mid,Medium
CAR_002723,254999,90000,Low,High
CAR_002724,600000,50000,Low,High
CAR_002725,210000,50000,Low,Medium
CAR_002726,300000,146000,Low,High
CAR_002727,426000,15000,Mid,Low
CAR_002728,265000,60000,Low,Medium
CAR_002729,450000,35000,Mid,Medium
CAR_002730,480000,80000,Mid,High
CAR_002731,40000,90000,Low,High
CAR_002732,395000,70000,Mid,Medium
CAR_002733,229999,62000,Low,Medium
CAR_002734,875000,10000,High,Low
CAR_002735,170000,80000,Low,High
CAR_002736,500000,35000,Mid,Medium
CAR_002737,450000,1000,Mid,High
CAR_002738,3800000,10000,Premium,Low
CAR_002739,1580000,86000,Premium,High
CAR_002740,4950000,60000,Premium,Low
CAR_002741,535000,60000,Mid,High
CAR_002742,225000,110000,Low,High
CAR_002743,4461000,19890,Mid,Low
CAR_002744,670000,7104,High,Low
CAR_002745,625000,11918,High,Low
CAR_002746,520000,10510,Mid,Low
CAR_002747,239000,41000,Low,Medium
CAR_002748,2600000,47162,Premium,Medium
CAR_002749,750000,45974,High,Medium
CAR_002750,229999,49824,Low,Medium
CAR_002751,1300000,58500,Premium,Medium
CAR_002752,80000,56580,Low,Medium
CAR_002753,385000,52000,Mid,Medium
CAR_002754,4461000,55340,Low,Medium
CAR_002755,4461000,46507,Mid,Medium
CAR_002756,450000,40000,Mid,Medium
CAR_002757,450000,40000,Mid,Medium
CAR_002758,550000,120000,Mid,High
CAR_002759,4461000,60000,Low,Medium
CAR_002760,80000,90000,Low,High
CAR_002761,300000,250000,Low,Very High
CAR_002762,675000,15000,High,Low
CAR_002763,260000,30000,Low,Low
CAR_002764,500000,15000,Mid,Low
CAR_002765,150000,55766,Low,Medium
CAR_002766,100000,80000,Low,High
CAR_002767,70000,117000,Low,High
CAR_002768,100000,60000,Low,Medium
CAR_002769,730000,110000,High,High
CAR_002770,525000,100000,Mid,High
CAR_002771,525000,105000,Mid,High
CAR_002772,550000,182000,Mid,Very High
CAR_002773,420000,60000,Mid,High
CAR_002774,500000,70000,Mid,Medium
CAR_002775,165000,76000,Low,High
CAR_002776,650000,70000,High,Medium
CAR_002777,195000,46000,Low,Medium
CAR_002778,75000,70000,Low,Medium
CAR_002779,4461000,120000,Low,High
CAR_002780,1770000,25000,Premium,Low
CAR_002781,4461000,90000,Low,High
CAR_002782,515000,50000,Mid,Medium
CAR_002783,700000,24585,High,Low
CAR_002784,62000,70000,Low,Medium
CAR_002785,220000,110000,Low,High
CAR_002786,520000,10000,Mid,Low
CAR_002787,170000,100000,Low,High
CAR_002788,190000,110000,Low,High
CAR_002789,150000,100000,Low,High
CAR_002790,125000,65000,Low,Medium
CAR_002791,290000,40000,Low,Medium
CAR_002792,490000,13900,Mid,Low
CAR_002793,434999,17563,Mid,Low
CAR_002794,4461000,60000,Mid,High
CAR_002795,4461000,60000,Low,High
CAR_002796,495000,40000,Mid,Medium
CAR_002797,894999,173000,High,Very High
CAR_002798,600000,151000,Mid,High
CAR_002799,4461000,50000,Low,Medium
CAR_002800,430000,15000,Low,High
CAR_002801,4461000,80000,Mid,High
CAR_002802,4461000,11000,High,Low
CAR_002803,300000,50000,Low,Medium
CAR_002804,700000,120000,High,High
CAR_002805,100000,70000,Low,Medium
CAR_002806,300000,90000,Low,High
CAR_002807,130000,185000,Low,Very High
CAR_002808,650000,40000,High,Medium
CAR_002809,509999,25000,Mid,Low
CAR_002810,1000000,117780,High,High
CAR_002811,280000,120000,Low,High
CAR_002812,600000,120000,Mid,High
CAR_002813,4461000,60000,Low,High
CAR_002814,1150000,110000,Premium,High
CAR_002815,229999,30000,Low,Low
CAR_002816,245000,30000,Low,Low
CAR_002817,600000,60000,Low,Medium
CAR_002818,375000,25000,Mid,Low
CAR_002819,150000,55000,Low,High
CAR_002820,1450000,20000,Premium,Low
CAR_002821,500000,100000,Mid,High
CAR_002822,4461000,40000,Low,Medium
CAR_002823,225000,60000,Low,High
CAR_002824,275000,80000,Low,High
CAR_002825,620000,35000,Low,Medium
CAR_002826,600000,110000,Mid,High
CAR_002827,275000,160000,Low,Very High
CAR_002828,125000,125000,Low,High
CAR_002829,80000,62000,Low,Medium
CAR_002830,199000,120000,Low,High
CAR_002831,440000,33000,Low,Medium
CAR_002832,250000,80000,Low,High
CAR_002833,700000,35000,Low,Medium
CAR_002834,450000,50000,Mid,Medium
CAR_002835,240000,60000,Low,High
CAR_002836,350000,12000,Mid,Low
CAR_002837,650000,81595,High,High
CAR_002838,71000,22000,Low,Low
CAR_002839,400000,60000,Mid,Medium
CAR_002840,130000,40000,Low,Medium
CAR_002841,4461000,70000,Low,Medium
CAR_002842,1100000,4000,Premium,Low
CAR_002843,2200000,24000,Premium,Low
CAR_002844,800000,13500,High,Low
CAR_002845,490000,40000,Mid,Medium
CAR_002846,836000,9700,High,Low
CAR_002847,375000,62000,Mid,Medium
CAR_002848,1249000,24000,Premium,Low
CAR_002849,1240000,13000,Premium,Low
CAR_002850,35000,50000,Low,Medium
CAR_002851,1068000,36000,Premium,Medium
CAR_002852,1189000,40000,Premium,High
CAR_002853,700000,27000,High,Low
CAR_002854,350000,40000,Mid,Medium
